city_key,geo_name,province,lon,lat,level,treat,post,treat_post,year,pm25,gdp,population,secondary_pct,tertiary_pct,fiscal_revenue,loan,wage,primary_teacher_per_10k,higher_teacher_per_10k,primary_student_per_10k,higher_student_per_10k,primary_school_count,higher_school_count,gdp_pc,ln_pm25,ln_gdp_pc,ln_fiscal,ln_pop,rel_year
运城,运城市,山西,111.070718,35.188073,city,0,0,0,2012,81.5999984741211,1068.6498,5.195,46.07,37.37,41.5406,608.438,31564.51,109.1165,2.1675,1403.8499,39.8114,1513.0,6.0,205.70737247353222,4.401829243270565,5.326454636918597,3.726671262253139,1.6476966245511908,-2
连云港,连云港市,江苏,119.144784,34.536075,city,1,0,0,2012,64.30000305175781,1603.42,5.11,45.91,39.6,208.9396,1196.5811,44129.33,82.3014,3.4834,1210.3718,66.2935,614.0,3.0,313.7808219178082,4.1635596787048135,5.748694722809271,5.342045214982336,1.631199404215613,-2
迪庆藏族自治,迪庆藏族自治州,云南,99.440026,27.956929,city,0,0,0,2012,20.80000114440918,,,,,,,,,,,,,,,3.034953041726943,,,,-2
通化,通化市,吉林,125.955377,41.964388,city,0,0,0,2012,43.5,881.1232,2.246,53.0,37.12,64.4311,415.7284,31764.32,79.9911,3.0588,1051.6474,52.8183,423.0,1.0,392.30774710596614,3.7727609380946383,5.972046600932745,4.16559643579699,0.8091508563162514,-2
通辽,通辽市,内蒙古自治区,121.569548,43.834485,city,0,0,0,2012,42.10000228881836,1691.85,3.198,63.16,23.09,89.1721,610.2591,38274.84,92.8487,5.3846,965.6035,118.1332,681.0,3.0,529.0337711069418,3.740047795054566,6.271052269342273,4.490568210390955,1.1625256144117624,-2
遂宁,遂宁市,四川,105.475016,30.630107,city,0,0,0,2012,64.5999984741211,682.4097,3.761,52.64,25.33,28.4546,399.8701,37262.27,65.3337,1.5873,969.1571,33.0098,385.0,1.0,181.44368519010902,4.168214387168139,5.2009453311251725,3.3483098346728526,1.3246848794881994,-2
遵义,遵义市,贵州,107.089441,28.168743,city,0,0,0,2012,44.70000076293945,1343.9251,7.714,45.11,41.41,112.9958,927.628,45302.84,80.3798,3.5222,1431.1641,68.9072,2339.0,6.0,174.21896551724137,3.7999735186875196,5.160312930577464,4.7273506498799955,2.043036859786036,-2
邢台,邢台市,河北,114.822676,37.213788,city,1,0,0,2012,104.4000015258789,1532.062,7.477,54.15,30.16,85.612,1164.0402,37932.1,76.7099,2.7872,1297.5792,66.1428,1659.0,4.0,204.90330346395612,4.648229690064237,5.322538177437761,4.4498254602383165,2.0118316420177784,-2
那曲,那曲市,西藏自治区,89.24948,32.783399,city,0,0,0,2012,39.20000076293945,,,,,,,,,,,,,,,3.668676766259158,,,,-2
邯郸,邯郸市,河北,114.548854,36.553496,city,1,0,0,2012,104.9000015258789,3024.2864,9.931,53.59,33.71,184.6504,1841.1645,37987.53,78.8883,3.3491,1469.9426,62.1569,2453.0,5.0,304.5298962843621,4.653007529948285,5.718769263888298,5.218464307556719,2.2956611779212213,-2
邵阳,邵阳市,湖南,110.880659,26.912035,city,0,0,0,2012,57.29999923706055,1028.412,8.013,38.71,36.72,53.6615,523.1731,32978.02,60.1685,1.8632,1235.2427,34.4565,1770.0,3.0,128.34294271808312,4.048300610405869,4.854705921139159,3.982695798389857,2.0810652227959334,-2
郑州,郑州市,河南,113.477391,34.626256,city,0,0,0,2012,89.30000305175781,5549.7869,10.725,56.45,40.98,606.6488,6794.1285,40471.52,69.0629,47.1944,1049.8834,650.993,1378.0,53.0,517.462648018648,4.492001522056673,6.248937344792843,6.407950040419605,2.3725774648140807,-2
郴州,郴州市,湖南,113.142071,25.813202,city,0,0,0,2012,48.900001525878906,1517.2679,5.098,57.93,31.72,119.6762,560.3982,37946.54,71.375,2.2911,1171.4398,41.0828,1238.0,2.0,297.6202236171048,3.8897774276848933,5.695818256352689,4.784789762385184,1.6288483059539236,-2
鄂尔多斯,鄂尔多斯市,内蒙古自治区,108.637375,39.425314,city,0,0,0,2012,37.900001525878906,3656.8,1.521,60.52,37.01,375.5121,2218.11,66430.32,94.9836,1.8475,1054.5694,25.2991,186.0,2.0,2404.207758053912,3.634951152349037,7.784975713740379,5.928290694386748,0.4193680132771557,-2
鄂州,鄂州市,湖北,114.759738,30.326618,city,0,0,0,2012,69.20000457763672,560.39,1.094,60.03,27.61,33.0161,225.3116,27544.91,85.0,5.0823,1124.3144,115.1737,243.0,1.0,512.2394881170018,4.2370009287744415,6.23879226590699,3.4969953212801985,0.08984070399978954,-2
酒泉,酒泉市,甘肃,96.063265,40.283136,city,0,0,0,2012,46.900001525878906,574.5681,0.988,53.49,34.36,21.1778,365.8,41703.19,102.0344,4.3826,1473.6842,70.3644,300.0,1.0,581.5466599190283,3.8480177079869646,6.36569120935703,3.052953463201275,-0.012072581234269249,-2
重庆,重庆市,重庆,107.8839,30.067297,province,0,0,0,2012,56.900001525878906,11409.6,33.434,52.37,,1703.4885,15131.22,,67.7418,10.6909,1103.7267,200.4469,6041.0,60.0,341.2574026440151,4.041295367949138,5.8326370389936,7.440433486271073,3.509573346280439,-2
金华,金华市,浙江,119.957007,29.115117,city,1,0,0,2012,46.10000228881836,2710.7675,4.706,49.61,45.43,214.8887,4234.3304,47198.57,76.4471,8.3744,1361.241,167.5414,681.0,7.0,576.023693157671,3.83081299965159,6.356148793804203,5.370120219669395,1.5488382903051707,-2
金昌,金昌市,甘肃,102.045658,38.43382,city,0,0,0,2012,43.900001525878906,243.3884,0.467,75.8,18.7,13.3214,143.55,53491.38,87.3233,2.1842,1366.167,35.439,91.0,1.0,521.1743040685225,3.781914354839187,6.256084542555137,2.5893717646941936,-0.7614260213132397,-2
钦州,钦州市,广西壮族自治区,109.020264,22.171739,city,0,0,0,2012,38.900001525878906,691.3216,3.917,41.83,34.04,33.5809,436.0105,36410.36,71.1795,1.8969,1452.6423,36.4692,1193.0,2.0,176.49262190451876,3.6609942898500787,5.173279073258927,3.5139574529578956,1.3653260546836943,-2
铁岭,铁岭市,辽宁,124.176584,42.648938,city,0,0,0,2012,53.79999923706055,975.3258,3.022,51.8,28.38,114.6166,613.4377,37374.24,69.2555,3.64,899.0735,57.3428,492.0,4.0,322.7418266048974,3.985273452986708,5.77685270517649,4.741592645448591,1.1059188638505477,-2
铁门关,铁门关市,新疆维吾尔自治区,85.590071,41.800499,city,0,0,0,2012,63.900001525878906,,,,,,,,,,,,,,,4.1573193852626575,,,,-2
铜仁,铜仁市,贵州,108.546322,27.969966,city,0,0,0,2012,46.29999923706055,443.91,4.265,28.56,43.52,36.5726,381.351,,93.3693,2.272,1654.1618,40.0328,1709.0,2.0,104.0820633059789,3.8351419446140143,4.64517965823891,3.5992993261612596,1.4504421809436423,-2
铜川,铜川市,陕西,109.038368,35.195996,city,0,0,0,2012,58.10000228881836,273.306,0.853,64.7,28.18,21.0,99.7338,39323.96,97.2802,3.5873,1023.4467,32.0281,194.0,1.0,320.40562719812425,4.062165703252329,5.7695877780803135,3.044522437723423,-0.15899573149045795,-2
铜陵,铜陵市,安徽,117.566978,30.888245,city,1,0,0,2012,58.900001525878906,621.3008,0.742,73.44,24.66,63.5983,514.8033,47626.68,82.6011,15.7278,1033.6927,409.0027,133.0,3.0,837.3326145552561,4.0758411165638035,6.730221380506302,4.152586740429087,-0.2984060358147566,-2
银川,银川市,宁夏回族自治区,106.347233,38.2883,city,0,0,0,2012,47.20000076293945,1150.9344,1.672,53.79,41.79,113.132,2282.9704,54274.38,91.9318,34.1089,1635.1675,493.2356,276.0,13.0,688.3578947368422,3.854393908755481,6.534308898516826,4.728555278558736,0.5140205146625099,-2
锡林郭勒,锡林郭勒盟,内蒙古自治区,115.51632,44.232965,city,0,0,0,2012,31.80000114440918,,,,,,,,,,,,,,,3.4594663257738407,,,,-2
锦州,锦州市,辽宁,121.618541,41.461822,city,0,0,0,2012,49.79999923706055,1242.7098,3.079,49.59,35.1,131.5031,829.1815,37709.07,64.7061,15.0179,939.5908,271.7538,530.0,9.0,403.6082494316336,3.9080149687105377,6.00044472789305,4.87903042548444,1.1246048689423633,-2
镇江,镇江市,江苏,119.458183,32.014028,city,1,0,0,2012,63.0,2630.42,2.714,53.97,41.63,215.479,2073.2926,47624.76,69.322,18.7214,871.4075,303.4083,233.0,6.0,969.2041267501843,4.143134726391533,6.876475246826604,5.372863456999634,0.9984235614126774,-2
长春,长春市,吉林,125.593273,44.290795,city,0,0,0,2012,55.0,4456.6446,7.569,51.43,41.46,340.8021,5727.2069,46672.99,76.5213,32.5591,984.278,512.1707,1680.0,37.0,588.8022988505746,4.007333185232471,6.378090471704896,5.831301956908007,2.0240609583270306,-2
长沙,长沙市,湖南,113.158697,28.224232,city,0,0,0,2012,64.5999984741211,6399.9097,6.606,56.13,39.61,490.6482,8267.15,50905.25,66.3412,47.2101,1185.7402,791.9679,1222.0,50.0,968.8025582803513,4.168214387168139,6.876060832904627,6.1957273740428995,1.887978326968598,-2
长治,长治市,山西,112.921277,36.478022,city,0,0,0,2012,68.5,1328.6098,3.361,67.36,28.62,133.4931,841.4776,44981.53,96.1916,6.6052,1344.5403,90.845,1383.0,6.0,395.30193394822965,4.22683374526818,5.9796498626464265,4.89404979111131,1.2122385487429688,-2
阜新,阜新市,辽宁,121.961888,42.282968,city,0,0,0,2012,46.70000076293945,559.9635,1.916,45.68,31.92,64.03,529.2929,38564.67,64.5355,13.5125,765.6576,224.452,212.0,2.0,292.2565240083507,3.8437441810118846,5.677631923484882,4.159351723530711,0.6502396795486688,-2
阜阳,阜阳市,安徽,115.709049,32.916536,city,1,0,0,2012,76.9000015258789,962.4981,10.398,41.3,32.79,69.3125,640.653,35924.17,60.3568,1.7186,1106.4628,34.9048,2650.0,4.0,92.56569532602424,4.342505896353977,4.527918612172493,4.238625265110586,2.341613479961524,-2
防城港,防城港市,广西壮族自治区,108.016067,21.869663,city,0,0,0,2012,36.10000228881836,443.9937,0.916,52.6,33.62,35.5497,275.0698,36862.0,77.0415,0.4367,1449.7817,19.4651,573.0,1.0,484.7092794759825,3.586292928741004,6.183549287450375,3.5709317173950774,-0.08773891430800675,-2
阳江,阳江市,广东,111.779569,22.02617,city,0,0,0,2012,33.0,887.033,2.825,46.1,34.06,43.1221,430.3353,33862.47,82.4389,1.1327,1233.2743,25.3345,279.0,1.0,313.99398230088497,3.4965075614664802,5.749373821077746,3.7640356267135733,1.0385083645984043,-2
阳泉,阳泉市,山西,113.505474,38.064652,city,0,0,0,2012,60.29999923706055,601.9519,1.321,58.89,39.59,56.8784,530.1681,54386.09,90.0757,4.1105,1260.4088,90.8327,422.0,2.0,455.67895533686607,4.099332091080744,6.121788516244205,4.040915655704128,0.27838902554018824,-2
阿克苏,阿克苏地区,新疆维吾尔自治区,81.177098,41.477458,city,0,0,0,2012,72.80000305175781,,,,,,,,,,,,,,,4.2877159971223895,,,,-2
阿勒泰,阿勒泰地区,新疆维吾尔自治区,87.048189,48.013014,city,0,0,0,2012,28.0,,,,,,,,,,,,,,,3.332204510175204,,,,-2
阿坝藏族羌族自治,阿坝藏族羌族自治州,四川,102.612554,32.409135,city,0,0,0,2012,32.79999923706055,,,,,,,,,,,,,,,3.4904284921297486,,,,-2
阿拉善,阿拉善盟,内蒙古自治区,102.42556,40.532392,city,0,0,0,2012,41.29999923706055,,,,,,,,,,,,,,,3.7208624814938767,,,,-2
阿拉尔,阿拉尔市,新疆维吾尔自治区,81.316958,40.6005,city,0,0,0,2012,81.4000015258789,,,,,,,,,,,,,,,4.399375291753936,,,,-2
阿里,阿里地区,西藏自治区,82.564653,33.063726,city,0,0,0,2012,37.70000076293945,,,,,,,,,,,,,,,3.629660114691086,,,,-2
陇南,陇南市,甘肃,105.225469,33.598913,city,0,0,0,2012,39.70000076293945,225.9756,2.849,30.58,44.04,16.0104,243.7592,,79.5507,1.3619,1157.9502,18.8417,2058.0,1.0,79.31751491751491,3.681351206910763,4.373458973326148,2.7732385110812783,1.0469680555157712,-2
陵水黎族自治县,陵水黎族自治县,海南,109.951436,18.549546,city,0,0,0,2012,19.5,,,,,,,,,,,,,,,2.970414465569701,,,,-2
随州,随州市,湖北,113.429995,31.828026,city,0,0,0,2012,73.20000457763672,590.52,2.569,48.16,32.49,22.9903,258.5272,30610.85,58.5091,1.6894,840.7941,33.262,291.0,1.0,229.86376021798364,4.293195483503284,5.43748678653814,3.135072387841756,0.9435167181277465,-2
雅安,雅安市,四川,102.665156,29.914326,city,0,0,0,2012,38.20000076293945,398.0524,1.565,58.68,26.15,30.2166,330.6753,36831.09,70.524,15.5463,1040.8946,263.0543,329.0,2.0,254.34658146964856,3.642835535584766,5.538697830917586,3.408391442242396,0.4478858239921165,-2
青岛,青岛市,山东,120.150883,36.451227,city,0,0,0,2012,58.79999923706055,7302.11,7.696,46.59,48.96,670.182,7946.5532,49052.31,82.704,23.6266,1110.447,385.4535,1132.0,22.0,948.818866943867,4.07414184192942,6.855217913104638,6.507549317288105,2.0407007133634054,-2
鞍山,鞍山市,辽宁,123.016394,40.718251,city,0,0,0,2012,48.60000228881836,2429.316,3.504,53.23,41.65,234.3946,1308.3352,34523.7,67.3487,5.6364,919.8059,107.286,749.0,3.0,693.2979452054794,3.8836235780014747,6.54145984215562,5.457006019894827,1.253905173074145,-2
韶关,韶关市,广东,113.779323,24.81941,city,0,0,0,2012,42.900001525878906,906.476,3.265,41.87,44.54,61.4765,464.3182,40128.31,80.5666,5.5161,1174.8851,102.9648,342.0,2.0,277.6343032159265,3.7588718615022434,5.626304791660983,4.118654987967245,1.1832597627283945,-2
马鞍山,马鞍山市,安徽,118.369758,31.637138,city,1,0,0,2012,62.60000228881836,1232.0,2.284,66.47,27.73,127.8157,857.1797,51172.33,71.6331,12.0403,1096.7601,218.3187,414.0,6.0,539.4045534150613,4.136765314668645,6.290465852299701,4.850589382598526,0.8259282917937637,-2
驻马店,驻马店市,河南,114.156353,32.922684,city,0,0,0,2012,83.4000015258789,1373.5463,8.992,42.82,30.54,58.9141,643.8661,29193.69,80.2569,1.28,1726.7571,34.1715,2075.0,2.0,152.75203514234875,4.423648327660611,5.028815921317115,4.0760804508031825,2.1963352931513356,-2
鸡西,鸡西市,黑龙江,132.297639,45.635227,city,0,0,0,2012,37.70000076293945,582.3381,1.859,40.91,30.71,43.274,308.1822,37533.53,86.6218,1.9957,957.504,52.9371,198.0,1.0,313.2534158149543,3.629660114691086,5.7470124981539294,3.767551992765238,0.620038708739307,-2
鹤壁,鹤壁市,河南,114.31602,35.721499,city,0,0,0,2012,98.0,545.7806,1.631,70.47,18.88,32.6589,336.5603,34041.78,87.0386,4.2367,1829.5524,64.4758,506.0,2.0,334.6294297976702,4.584967478670572,5.813023739848284,3.4861174066321965,0.4891933236388768,-2
鹤岗,鹤岗市,黑龙江,130.807059,47.644529,city,0,0,0,2012,35.10000228881836,358.2393,1.085,46.85,23.71,27.1448,277.2829,40011.43,61.0783,4.765,803.6866,61.1889,137.0,5.0,330.17447004608294,3.558201195680318,5.799621211858793,3.3011854994908907,0.08157998699242285,-2
鹰潭,鹰潭市,江西,117.112472,28.221953,city,0,0,0,2012,50.70000076293945,482.1747,1.24,63.45,27.96,58.8261,270.1646,34844.38,80.6935,2.3145,1480.6452,41.5161,418.0,1.0,388.850564516129,3.925925925645253,5.963195116897977,4.074585633971104,0.2151113796169455,-2
黄冈,黄冈市,湖北,115.343867,30.717343,city,0,0,0,2012,57.60000228881836,1192.88,7.482,38.97,33.13,62.9165,553.8177,,64.2114,3.201,1074.579,63.7891,1316.0,4.0,159.43330660251272,4.053522607438275,5.0716256943566975,4.141808450450894,2.0125001359259542,-2
黄南藏族自治,黄南藏族自治州,青海,101.484693,34.782539,city,0,0,0,2012,37.5,,,,,,,,,,,,,,,3.624340932976365,,,,-2
黄山,黄山市,安徽,118.076088,29.904836,city,1,0,0,2012,41.70000076293945,424.9452,1.473,46.25,42.33,56.3024,416.8296,40909.08,71.2492,5.7909,873.0482,117.3388,274.0,2.0,288.4896130346232,3.7305011471006657,5.6646590819538245,4.030737163011487,0.3873011374804933,-2
黄石,黄石市,湖北,115.02984,29.925181,city,0,0,0,2012,59.60000228881836,1040.95,2.615,61.96,29.79,65.64,625.34,30079.71,74.0727,8.4933,1372.8489,167.3002,627.0,4.0,398.06883365200764,4.087655612474296,5.986624939204896,4.18418526622189,0.9612640975168864,-2
黑河,黑河市,黑龙江,126.988643,49.282601,city,0,0,0,2012,30.600000381469727,366.0823,1.728,17.1,33.01,21.1961,233.7026,21818.84,94.7454,2.7431,1129.0509,56.8287,323.0,1.0,211.85318287037035,3.421000021424666,5.355893501129498,3.053817202490683,0.5469646703818639,-2
黔东南苗族侗族自治,黔东南苗族侗族自治州,贵州,108.560041,26.50434,city,0,0,0,2012,41.20000076293945,,,,,,,,,,,,,,,3.7184382748734284,,,,-2
黔南布依族苗族自治,黔南布依族苗族自治州,贵州,107.254401,26.014436,city,0,0,0,2012,36.60000228881836,,,,,,,,,,,,,,,3.6000483029433394,,,,-2
黔西南布依族苗族自治,黔西南布依族苗族自治州,贵州,105.466954,25.263792,city,0,0,0,2012,35.400001525878906,,,,,,,,,,,,,,,3.566711863243652,,,,-2
齐齐哈尔,齐齐哈尔市,黑龙江,124.557904,47.710767,city,0,0,0,2012,38.10000228881836,1176.0768,5.591,37.35,38.44,55.014,760.66,34154.17,60.9122,5.8344,795.5643,90.0948,1184.0,6.0,210.3517796458594,3.640214342206626,5.348781270404161,4.0075876982958185,1.7211581620445082,-2
龙岩,龙岩市,福建,116.74379,25.291574,city,0,0,0,2012,31.5,1374.6498,2.977,57.06,31.16,101.5078,1038.9658,41173.53,84.9076,3.265,1004.7027,52.2741,538.0,2.0,461.75673496808867,3.449987545831587,6.135038204718704,4.62013564281988,1.0909160820336392,-2
七台河,七台河市,黑龙江,130.943937,45.881675,city,0,0,0,2013,42.29999923706055,240.9883,0.92,46.29,40.56,18.9259,200.32,39174.07,74.3804,5.0761,826.087,18.3152,110.0,1.0,261.9438043478261,3.7447870680158384,5.568129993533385,2.9405313543354232,-0.08338160893905101,-1
万宁,万宁市,海南,110.324496,18.830445,city,0,0,0,2013,21.100000381469727,,,,,,,,,,,,,,,3.0492730585611545,,,,-1
三亚,三亚市,海南,109.421656,18.362263,city,0,0,0,2013,22.600000381469727,373.4888,0.577,19.76,66.9,67.5009,613.6364,47715.63,110.2253,37.0884,1802.4263,723.8821,180.0,5.0,647.2942807625651,3.1179499231574317,6.472801029984183,4.21214093112293,-0.5499130124740376,-1
三明,三明市,福建,117.400007,26.298093,city,0,0,0,2013,40.70000076293945,1477.5868,2.785,52.24,32.13,89.845,1115.3646,47378.32,84.6535,3.4578,1031.5978,86.5853,382.0,3.0,530.5518132854578,3.7062281111939903,6.273917622060357,4.498085963378417,1.0242478733792475,-1
三门峡,三门峡市,河南,111.112608,34.36205,city,0,0,0,2013,64.0,1192.0868,2.268,65.9,25.74,81.7873,548.1601,42934.57,91.9753,3.7522,1220.4586,60.6481,399.0,1.0,525.6114638447973,4.1588830833596715,6.264562277900576,4.404121974831412,0.8188983858655056,-1
上海,上海市,上海,121.438737,31.072559,province,1,0,0,2013,59.400001525878906,21602.12,14.323,37.16,62.24,4109.5087,44357.88,91475.15,71.5081,28.1345,967.6744,352.4199,1521.0,68.0,1508.2119667667387,4.084294252056796,7.318680100206462,8.321058762632184,2.661866636797728,-1
上饶,上饶市,江西,117.476403,28.772739,city,0,0,0,2013,53.5,1401.3134,7.597,50.61,34.94,164.432,1004.93,40937.15,80.4962,1.4637,1409.6354,29.9605,2427.0,3.0,184.4561537448993,3.979681653901961,5.217411786158428,5.102497110882717,2.0277534325210844,-1
东方,东方市,海南,108.818801,18.996184,city,0,0,0,2013,27.5,,,,,,,,,,,,,,,3.3141860046725258,,,,-1
东莞,东莞市,广东,113.879966,22.931879,city,1,0,0,2013,45.20000076293945,5490.0207,1.889,45.88,53.75,409.2897,4774.2282,42870.25,228.1789,15.6273,4962.414,322.271,528.0,6.0,2906.3105876124932,3.8110971037173766,7.974639716468899,6.014423218266006,0.6360475885193725,-1
东营,东营市,山东,118.64357,37.639575,city,0,0,0,2013,79.4000015258789,3250.2,1.87,69.49,26.91,183.7943,2089.6109,56811.56,96.5668,8.631,1346.5241,138.1444,223.0,4.0,1738.0748663101601,4.374498387470708,7.460533381025413,5.213817197471173,0.6259384308664954,-1
中卫,中卫市,宁夏回族自治区,105.504008,37.016864,city,0,0,0,2013,50.20000076293945,286.825,1.215,44.69,39.15,17.075,316.0724,47189.7,93.3333,,1595.0617,,438.0,,236.0699588477366,3.9160150418956805,5.464128196892695,2.837615405456854,0.19474407679251185,-1
中山,中山市,广东,113.398784,22.517323,city,1,0,0,2013,47.400001525878906,2638.9329,1.541,55.47,42.0,225.3068,2111.3966,48449.69,146.0156,19.0785,2661.2589,250.7528,308.0,5.0,1712.4807916937054,3.8586222608925684,7.445698353544252,5.417463028962315,0.43243155633797864,-1
临夏回族自治,临夏回族自治州,甘肃,103.289177,35.625236,city,0,0,0,2013,59.0,,,,,,,,,,,,,,,4.07753744390572,,,,-1
临汾,临汾市,山西,111.381988,36.228828,city,0,0,0,2013,66.5999984741211,1223.9045,4.272,59.86,33.01,118.1496,845.7148,37572.53,103.9209,6.9733,1248.1273,101.2711,1546.0,4.0,286.49449906367045,4.198704554635248,5.657719335494618,4.771951618100314,1.4520821016578938,-1
临沂,临沂市,山东,118.286421,35.311899,city,0,0,0,2013,83.20000457763672,3336.81,10.904,47.47,43.07,216.1016,2475.6407,41897.04,79.0646,2.8503,1174.7065,56.4041,1804.0,3.0,306.0170579603815,4.421247402846833,5.723640845367255,5.37574866746507,2.3891296943942315,-1
临沧,临沧市,云南,99.674418,23.938527,city,0,0,0,2013,33.10000228881836,416.0951,2.364,42.22,26.45,36.8451,321.059,39335.68,87.8807,1.3917,1260.5753,23.7986,1231.0,1.0,176.01315566835873,3.4995333515316056,5.170558740360325,3.6067226382877453,0.8603550995438517,-1
临高县,临高县,海南,109.71548,19.809704,city,0,0,0,2013,28.30000114440918,,,,,,,,,,,,,,,3.342861845087678,,,,-1
丹东,丹东市,辽宁,124.40518,40.544775,city,0,0,0,2013,46.79999923706055,1107.2964,2.397,49.43,37.22,136.363,787.9744,32182.95,67.8139,6.3454,883.6045,122.5949,589.0,3.0,461.9509386733417,3.8458831866214758,6.135458692095081,4.915320447614375,0.8742179554522472,-1
丽水,丽水市,浙江,119.517145,28.197644,city,1,0,0,2013,40.20000076293945,983.0769,2.639,50.64,40.75,73.6997,1286.805,60408.35,67.6847,4.4828,1043.5771,150.6252,319.0,3.0,372.5187192118227,3.6938670146035686,5.920287289474624,4.299998728630697,0.970400057521187,-1
丽江,丽江市,云南,100.524919,26.939309,city,0,0,0,2013,24.0,248.8114,1.201,45.29,38.65,45.7795,346.7239,42196.43,99.7835,7.8268,1351.3739,195.0208,552.0,2.0,207.17019150707742,3.1780538303479458,5.333540636653168,3.8238363926648646,0.18315454309784654,-1
乌兰察布,乌兰察布市,内蒙古自治区,112.443087,41.696874,city,0,0,0,2013,35.900001525878906,833.7947,2.833,52.42,31.55,76.1713,432.066,45983.25,55.09,3.4875,632.545,72.6191,252.0,3.0,294.3151076597247,3.580737337997823,5.684650988137721,4.332984751325835,1.0413362208483796,-1
乌海,乌海市,内蒙古自治区,106.874373,39.426964,city,0,0,0,2013,48.0,570.1293,0.553,65.94,33.15,68.5207,474.98,53198.49,51.085,4.7016,822.7848,55.226,45.0,1.0,1030.975226039783,3.871201010907891,6.938260454668881,4.227135889399066,-0.5923972774598022,-1
乌鲁木齐,乌鲁木齐市,新疆维吾尔自治区,87.783748,43.739398,city,0,0,0,2013,61.79999923706055,2202.8545,2.629,39.73,59.08,301.9047,3938.415,56463.24,84.9639,39.3077,1400.1521,555.5953,293.0,20.0,837.9058577405857,4.123903352118346,6.730905752572947,5.710111404660509,0.9666035457477442,-1
乐东黎族自治县,乐东黎族自治县,海南,109.029671,18.639822,city,0,0,0,2013,24.100000381469727,,,,,,,,,,,,,,,3.1822118563252286,,,,-1
乐山,乐山市,四川,103.571823,29.214311,city,0,0,0,2013,62.400001525878906,1134.79,3.56,61.58,26.88,75.1097,931.7463,43476.72,57.7022,6.4747,854.4944,122.868,577.0,3.0,318.7612359550562,4.133565299828569,5.7644423459064456,4.318949711548019,1.269760544863939,-1
九江,九江市,江西,115.458122,29.320395,city,0,0,0,2013,56.900001525878906,1601.7317,5.081,56.08,35.8,176.1521,1056.0509,39517.68,76.0618,10.2677,1289.7068,156.6542,1426.0,7.0,315.23946073607556,4.041295367949138,5.753332542838368,5.171347826373863,1.625508092611595,-1
云浮,云浮市,广东,111.798791,22.813664,city,0,0,0,2013,41.900001525878906,602.299,2.903,43.11,34.44,45.763,471.52,40078.88,79.2835,1.5329,1194.9707,25.6114,407.0,1.0,207.4746813641061,3.7352858633452493,5.335009314703629,3.8234759043631756,1.0657446850424928,-1
五家渠,五家渠市,新疆维吾尔自治区,87.557631,44.362095,city,0,0,0,2013,56.70000076293945,,,,,,,,,,,,,,,4.0377742241894286,,,,-1
五指山,五指山市,海南,109.511892,18.824035,city,0,0,0,2013,24.600000381469727,,,,,,,,,,,,,,,3.2027464584452163,,,,-1
亳州,亳州市,安徽,116.185025,33.435253,city,1,0,0,2013,82.80000305175781,791.095,6.329,40.46,34.89,64.3813,521.6455,52395.83,64.6785,1.1313,1143.4666,18.6775,1596.0,2.0,124.99525991467847,4.416428098248192,4.828275815900722,4.1648232182731935,1.8451422457931683,-1
仙桃,仙桃市,湖北,113.381345,30.287564,city,0,0,0,2013,81.5999984741211,,,,,,,,,,,,,,,4.401829243270565,,,,-1
伊春,伊春市,黑龙江,129.224747,47.830729,city,0,0,0,2013,32.60000228881836,284.4921,1.232,32.57,32.35,14.8435,127.7673,24786.31,72.9789,1.7045,608.7662,8.6851,123.0,1.0,230.91891233766233,3.4843123585818114,5.442066620055459,2.6975620589878218,0.208638865111328,-1
伊犁哈萨克自治,伊犁哈萨克自治州,新疆维吾尔自治区,82.213264,43.349079,city,0,0,0,2013,50.5,,,,,,,,,,,,,,,3.9219733362813143,,,,-1
佛山,佛山市,广东,112.949778,23.004314,city,1,0,0,2013,52.20000076293945,7010.1725,3.816,61.92,36.1,438.2128,7111.3052,50355.33,113.1184,4.6488,2042.1908,123.9439,599.0,3.0,1837.0473008385745,3.955082509504291,7.515914833843112,6.082704637140957,1.33920275358604,-1
佳木斯,佳木斯市,黑龙江,132.204856,47.248466,city,0,0,0,2013,41.5,792.148,2.421,24.81,41.75,43.4731,615.7045,36018.76,74.9814,8.4345,801.3218,185.6051,338.0,3.0,327.19867823213553,3.7256934272366524,5.790567565087595,3.772142356007585,0.8841806779559214,-1
保亭黎族苗族自治县,保亭黎族苗族自治县,海南,109.650759,18.589686,city,0,0,0,2013,21.600000381469727,,,,,,,,,,,,,,,3.0726933323507546,,,,-1
保定,保定市,河北,115.177642,39.025137,city,1,0,0,2013,92.70000457763672,2904.3115,11.639,54.36,31.54,180.3034,1879.7311,39678.67,67.7644,8.4432,1182.5758,222.7743,2544.0,16.0,249.53273477102843,4.529368521953002,5.5195901080724985,5.194640987491261,2.4543615279598394,-1
保山,保山市,云南,98.971932,24.97507,city,0,0,0,2013,32.60000228881836,449.7419,2.569,34.52,36.9,42.8355,372.0724,38952.33,87.2518,2.8143,1358.8945,43.1958,1074.0,2.0,175.0649669131958,3.4843123585818114,5.165157144535155,3.757367198045442,0.9435167181277465,-1
信阳,信阳市,河南,114.889128,32.080437,city,0,0,0,2013,79.30000305175781,1581.1632,8.598,40.45,33.02,67.9332,909.49,34398.75,88.2996,3.9928,1352.8728,83.1693,2361.0,5.0,183.89895324494066,4.373238167124507,5.214386439614417,4.218524869410051,2.1515296180740897,-1
